codigo,glosa,pais,value,anio,variable
9.0,C18,Ecuador,66.93,2021,valor_agregado_por_actividad_economica
10.0,C19,Ecuador,33.71,2021,valor_agregado_por_actividad_economica
11.0,C20,Ecuador,622.75,2021,valor_agregado_por_actividad_economica
12.0,C21,Ecuador,189.14,2021,valor_agregado_por_actividad_economica
13.0,C22,Ecuador,546.76,2021,valor_agregado_por_actividad_economica
14.0,C23,Ecuador,536.22,2021,valor_agregado_por_actividad_economica
15.0,C24,Ecuador,432.02,2021,valor_agregado_por_actividad_economica
16.0,C25,Ecuador,186.66,2021,valor_agregado_por_actividad_economica
17.0,C26,Ecuador,37.31,2021,valor_agregado_por_actividad_economica
18.0,C27,Ecuador,195.9,2021,valor_agregado_por_actividad_economica
19.0,C28,Ecuador,63.59,2021,valor_agregado_por_actividad_economica
20.0,C29,Ecuador,34.62,2021,valor_agregado_por_actividad_economica
21.0,C30,Ecuador,40.09,2021,valor_agregado_por_actividad_economica
22.0,C31,Ecuador,90.03,2021,valor_agregado_por_actividad_economica
23.0,C32,Ecuador,7.49,2021,valor_agregado_por_actividad_economica
24.0,C33,Ecuador,147.32,2021,valor_agregado_por_actividad_economica
25.0,CXX,Ecuador,-,2021,valor_agregado_por_actividad_economica
,,México,,2021,valor_agregado_por_actividad_economica
0.0,C,México,186302.5,2021,valor_agregado_por_actividad_economica
1.0,C10,México,28000.81,2021,valor_agregado_por_actividad_economica
2.0,C11,México,12597.51,2021,valor_agregado_por_actividad_economica
3.0,C12,México,431.68,2021,valor_agregado_por_actividad_economica
4.0,C13,México,7723.25,2021,valor_agregado_por_actividad_economica
5.0,C14,México,2245.83,2021,valor_agregado_por_actividad_economica
6.0,C15,México,1319.12,2021,valor_agregado_por_actividad_economica
7.0,C16,México,1379.57,2021,valor_agregado_por_actividad_economica
8.0,C17,México,4407.64,2021,valor_agregado_por_actividad_economica
9.0,C18,México,295.74,2021,valor_agregado_por_actividad_economica
10.0,C19,México,9924.46,2021,valor_agregado_por_actividad_economica
11.0,C20,México,14550.83,2021,valor_agregado_por_actividad_economica
12.0,C21,México,1861.54,2021,valor_agregado_por_actividad_economica
13.0,C22,México,9150.83,2021,valor_agregado_por_actividad_economica
14.0,C23,México,11072.43,2021,valor_agregado_por_actividad_economica
15.0,C24,México,13262.12,2021,valor_agregado_por_actividad_economica
16.0,C25,México,10651.65,2021,valor_agregado_por_actividad_economica
17.0,C26,México,6977.41,2021,valor_agregado_por_actividad_economica
18.0,C27,México,13506.4,2021,valor_agregado_por_actividad_economica
19.0,C28,México,16521.22,2021,valor_agregado_por_actividad_economica
20.0,C29,México,18361.23,2021,valor_agregado_por_actividad_economica
21.0,C30,México,901.08,2021,valor_agregado_por_actividad_economica
22.0,C31,México,955.43,2021,valor_agregado_por_actividad_economica
23.0,C32,México,204.72,2021,valor_agregado_por_actividad_economica
24.0,C33,México,-,2021,valor_agregado_por_actividad_economica
25.0,CXX,México,-,2021,valor_agregado_por_actividad_economica
,,Perú,,2021,valor_agregado_por_actividad_economica
0.0,C,Perú,-,2021,valor_agregado_por_actividad_economica
1.0,C10,Perú,-,2021,valor_agregado_por_actividad_economica
2.0,C11,Perú,-,2021,valor_agregado_por_actividad_economica
3.0,C12,Perú,-,2021,valor_agregado_por_actividad_economica
4.0,C13,Perú,-,2021,valor_agregado_por_actividad_economica
5.0,C14,Perú,-,2021,valor_agregado_por_actividad_economica
6.0,C15,Perú,-,2021,valor_agregado_por_actividad_economica
7.0,C16,Perú,-,2021,valor_agregado_por_actividad_economica
8.0,C17,Perú,-,2021,valor_agregado_por_actividad_economica
9.0,C18,Perú,-,2021,valor_agregado_por_actividad_economica
10.0,C19,Perú,-,2021,valor_agregado_por_actividad_economica
11.0,C20,Perú,-,2021,valor_agregado_por_actividad_economica
12.0,C21,Perú,-,2021,valor_agregado_por_actividad_economica
13.0,C22,Perú,-,2021,valor_agregado_por_actividad_economica
14.0,C23,Perú,-,2021,valor_agregado_por_actividad_economica
15.0,C24,Perú,-,2021,valor_agregado_por_actividad_economica
16.0,C25,Perú,-,2021,valor_agregado_por_actividad_economica
17.0,C26,Perú,-,2021,valor_agregado_por_actividad_economica
18.0,C27,Perú,-,2021,valor_agregado_por_actividad_economica
19.0,C28,Perú,-,2021,valor_agregado_por_actividad_economica
20.0,C29,Perú,-,2021,valor_agregado_por_actividad_economica
21.0,C30,Perú,-,2021,valor_agregado_por_actividad_economica
22.0,C31,Perú,-,2021,valor_agregado_por_actividad_economica
23.0,C32,Perú,-,2021,valor_agregado_por_actividad_economica
24.0,C33,Perú,-,2021,valor_agregado_por_actividad_economica
25.0,CXX,Perú,-,2021,valor_agregado_por_actividad_economica
,,Uruguay,,2021,valor_agregado_por_actividad_economica
0.0,C,Uruguay,-,2021,valor_agregado_por_actividad_economica
1.0,C10,Uruguay,-,2021,valor_agregado_por_actividad_economica
2.0,C11,Uruguay,-,2021,valor_agregado_por_actividad_economica
3.0,C12,Uruguay,-,2021,valor_agregado_por_actividad_economica
4.0,C13,Uruguay,-,2021,valor_agregado_por_actividad_economica
5.0,C14,Uruguay,-,2021,valor_agregado_por_actividad_economica
6.0,C15,Uruguay,-,2021,valor_agregado_por_actividad_economica
7.0,C16,Uruguay,-,2021,valor_agregado_por_actividad_economica
8.0,C17,Uruguay,-,2021,valor_agregado_por_actividad_economica
9.0,C18,Uruguay,-,2021,valor_agregado_por_actividad_economica
10.0,C19,Uruguay,-,2021,valor_agregado_por_actividad_economica
11.0,C20,Uruguay,-,2021,valor_agregado_por_actividad_economica
12.0,C21,Uruguay,-,2021,valor_agregado_por_actividad_economica
13.0,C22,Uruguay,-,2021,valor_agregado_por_actividad_economica
14.0,C23,Uruguay,-,2021,valor_agregado_por_actividad_economica
15.0,C24,Uruguay,-,2021,valor_agregado_por_actividad_economica
16.0,C25,Uruguay,-,2021,valor_agregado_por_actividad_economica
17.0,C26,Uruguay,-,2021,valor_agregado_por_actividad_economica
18.0,C27,Uruguay,-,2021,valor_agregado_por_actividad_economica
19.0,C28,Uruguay,-,2021,valor_agregado_por_actividad_economica
20.0,C29,Uruguay,-,2021,valor_agregado_por_actividad_economica
21.0,C30,Uruguay,-,2021,valor_agregado_por_actividad_economica
22.0,C31,Uruguay,-,2021,valor_agregado_por_actividad_economica
23.0,C32,Uruguay,-,2021,valor_agregado_por_actividad_economica
24.0,C33,Uruguay,-,2021,valor_agregado_por_actividad_economica
25.0,CXX,Uruguay,-,2021,valor_agregado_por_actividad_economica
,,Brasil,,2022,valor_agregado_por_actividad_economica
0.0,C,Brasil,1656870.71,2022,valor_agregado_por_actividad_economica
1.0,C10,Brasil,85765.72,2022,valor_agregado_por_actividad_economica
2.0,C11,Brasil,15206.84,2022,valor_agregado_por_actividad_economica
3.0,C12,Brasil,1605.87,2022,valor_agregado_por_actividad_economica
4.0,C13,Brasil,7318.05,2022,valor_agregado_por_actividad_economica
5.0,C14,Brasil,7193.11,2022,valor_agregado_por_actividad_economica
6.0,C15,Brasil,6283.81,2022,valor_agregado_por_actividad_economica
7.0,C16,Brasil,5822.17,2022,valor_agregado_por_actividad_economica
8.0,C17,Brasil,17430.01,2022,valor_agregado_por_actividad_economica
9.0,C18,Brasil,1840.71,2022,valor_agregado_por_actividad_economica
10.0,C19,Brasil,427206.33,2022,valor_agregado_por_actividad_economica
11.0,C20,Brasil,330303.16,2022,valor_agregado_por_actividad_economica
12.0,C21,Brasil,14108.31,2022,valor_agregado_por_actividad_economica
13.0,C22,Brasil,16428.56,2022,valor_agregado_por_actividad_economica
14.0,C23,Brasil,17683.07,2022,valor_agregado_por_actividad_economica
15.0,C24,Brasil,36397.04,2022,valor_agregado_por_actividad_economica
16.0,C25,Brasil,15401.51,2022,valor_agregado_por_actividad_economica
17.0,C26,Brasil,280999.37,2022,valor_agregado_por_actividad_economica
18.0,C27,Brasil,13273.29,2022,valor_agregado_por_actividad_economica
19.0,C28,Brasil,29217.39,2022,valor_agregado_por_actividad_economica
20.0,C29,Brasil,38766.68,2022,valor_agregado_por_actividad_economica
21.0,C30,Brasil,273476.67,2022,valor_agregado_por_actividad_economica
22.0,C31,Brasil,4361.5,2022,valor_agregado_por_actividad_economica
23.0,C32,Brasil,4976.65,2022,valor_agregado_por_actividad_economica
24.0,C33,Brasil,5804.89,2022,valor_agregado_por_actividad_economica
25.0,CXX,Brasil,-,2022,valor_agregado_por_actividad_economica
,,Chile,,2022,valor_agregado_por_actividad_economica
0.0,C,Chile,24124.83,2022,valor_agregado_por_actividad_economica
1.0,C10,Chile,5589.5,2022,valor_agregado_por_actividad_economica
2.0,C11,Chile,3274.24,2022,valor_agregado_por_actividad_economica
3.0,C12,Chile,-,2022,valor_agregado_por_actividad_economica
4.0,C13,Chile,127.94,2022,valor_agregado_por_actividad_economica
5.0,C14,Chile,52.75,2022,valor_agregado_por_actividad_economica
6.0,C15,Chile,25.73,2022,valor_agregado_por_actividad_economica
7.0,C16,Chile,1957.27,2022,valor_agregado_por_actividad_economica
8.0,C17,Chile,1631.84,2022,valor_agregado_por_actividad_economica
9.0,C18,Chile,102.09,2022,valor_agregado_por_actividad_economica
10.0,C19,Chile,-,2022,valor_agregado_por_actividad_economica
11.0,C20,Chile,4025.79,2022,valor_agregado_por_actividad_economica
12.0,C21,Chile,629.34,2022,valor_agregado_por_actividad_economica
13.0,C22,Chile,924.35,2022,valor_agregado_por_actividad_economica
14.0,C23,Chile,858.07,2022,valor_agregado_por_actividad_economica
15.0,C24,Chile,281.94,2022,valor_agregado_por_actividad_economica
16.0,C25,Chile,1170.83,2022,valor_agregado_por_actividad_economica
17.0,C26,Chile,8.86,2022,valor_agregado_por_actividad_economica
18.0,C27,Chile,235.14,2022,valor_agregado_por_actividad_economica
19.0,C28,Chile,418.52,2022,valor_agregado_por_actividad_economica
20.0,C29,Chile,21.3,2022,valor_agregado_por_actividad_economica
21.0,C30,Chile,19.53,2022,valor_agregado_por_actividad_economica
22.0,C31,Chile,297.62,2022,valor_agregado_por_actividad_economica
23.0,C32,Chile,66.01,2022,valor_agregado_por_actividad_economica
24.0,C33,Chile,654.57,2022,valor_agregado_por_actividad_economica
25.0,CXX,Chile,1751.6,2022,valor_agregado_por_actividad_economica
,,Colombia,,2022,valor_agregado_por_actividad_economica
0.0,C,Colombia,35137.97,2022,valor_agregado_por_actividad_economica
1.0,C10,Colombia,9368.37,2022,valor_agregado_por_actividad_economica
2.0,C11,Colombia,1753.29,2022,valor_agregado_por_actividad_economica
3.0,C12,Colombia,-,2022,valor_agregado_por_actividad_economica
4.0,C13,Colombia,715.39,2022,valor_agregado_por_actividad_economica
5.0,C14,Colombia,1312.74,2022,valor_agregado_por_actividad_economica
6.0,C15,Colombia,215.98,2022,valor_agregado_por_actividad_economica
7.0,C16,Colombia,162.04,2022,valor_agregado_por_actividad_economica
8.0,C17,Colombia,1436.19,2022,valor_agregado_por_actividad_economica
9.0,C18,Colombia,532.52,2022,valor_agregado_por_actividad_economica
10.0,C19,Colombia,1471.28,2022,valor_agregado_por_actividad_economica
11.0,C20,Colombia,4641.81,2022,valor_agregado_por_actividad_economica
12.0,C21,Colombia,1660.54,2022,valor_agregado_por_actividad_economica
13.0,C22,Colombia,1818.39,2022,valor_agregado_por_actividad_economica
14.0,C23,Colombia,2110.07,2022,valor_agregado_por_actividad_economica
15.0,C24,Colombia,1018.25,2022,valor_agregado_por_actividad_economica
16.0,C25,Colombia,945.74,2022,valor_agregado_por_actividad_economica
17.0,C26,Colombia,-,2022,valor_agregado_por_actividad_economica
18.0,C27,Colombia,733.03,2022,valor_agregado_por_actividad_economica
19.0,C28,Colombia,375.54,2022,valor_agregado_por_actividad_economica
20.0,C29,Colombia,346.78,2022,valor_agregado_por_actividad_economica
21.0,C30,Colombia,235.16,2022,valor_agregado_por_actividad_economica
22.0,C31,Colombia,393.58,2022,valor_agregado_por_actividad_economica
23.0,C32,Colombia,3891.28,2022,valor_agregado_por_actividad_economica
24.0,C33,Colombia,-,2022,valor_agregado_por_actividad_economica
25.0,CXX,Colombia,-,2022,valor_agregado_por_actividad_economica
,,Ecuador,,2022,valor_agregado_por_actividad_economica
0.0,C,Ecuador,8256.73,2022,valor_agregado_por_actividad_economica
1.0,C10,Ecuador,3649.81,2022,valor_agregado_por_actividad_economica
2.0,C11,Ecuador,378.92,2022,valor_agregado_por_actividad_economica
3.0,C12,Ecuador,-,2022,valor_agregado_por_actividad_economica
4.0,C13,Ecuador,264.64,2022,valor_agregado_por_actividad_economica
5.0,C14,Ecuador,60.57,2022,valor_agregado_por_actividad_economica
6.0,C15,Ecuador,35.57,2022,valor_agregado_por_actividad_economica
7.0,C16,Ecuador,147.49,2022,valor_agregado_por_actividad_economica
8.0,C17,Ecuador,573.14,2022,valor_agregado_por_actividad_economica
9.0,C18,Ecuador,95.49,2022,valor_agregado_por_actividad_economica
10.0,C19,Ecuador,164.17,2022,valor_agregado_por_actividad_economica
11.0,C20,Ecuador,531.34,2022,valor_agregado_por_actividad_economica
12.0,C21,Ecuador,155.53,2022,valor_agregado_por_actividad_economica
13.0,C22,Ecuador,307.43,2022,valor_agregado_por_actividad_economica
14.0,C23,Ecuador,537.3,2022,valor_agregado_por_actividad_economica
15.0,C24,Ecuador,357.33,2022,valor_agregado_por_actividad_economica
16.0,C25,Ecuador,220.51,2022,valor_agregado_por_actividad_economica
17.0,C26,Ecuador,60.31,2022,valor_agregado_por_actividad_economica
18.0,C27,Ecuador,144.21,2022,valor_agregado_por_actividad_economica
19.0,C28,Ecuador,53.82,2022,valor_agregado_por_actividad_economica
20.0,C29,Ecuador,48.21,2022,valor_agregado_por_actividad_economica
21.0,C30,Ecuador,44.92,2022,valor_agregado_por_actividad_economica
22.0,C31,Ecuador,144.32,2022,valor_agregado_por_actividad_economica
23.0,C32,Ecuador,6.1,2022,valor_agregado_por_actividad_economica
24.0,C33,Ecuador,275.6,2022,valor_agregado_por_actividad_economica
25.0,CXX,Ecuador,-,2022,valor_agregado_por_actividad_economica
,,México,,2022,valor_agregado_por_actividad_economica
0.0,C,México,223927.31,2022,valor_agregado_por_actividad_economica
1.0,C10,México,32777.87,2022,valor_agregado_por_actividad_economica
2.0,C11,México,14705.19,2022,valor_agregado_por_actividad_economica
3.0,C12,México,565.44,2022,valor_agregado_por_actividad_economica
4.0,C13,México,9055.3,2022,valor_agregado_por_actividad_economica
5.0,C14,México,2639.92,2022,valor_agregado_por_actividad_economica
6.0,C15,México,1562.29,2022,valor_agregado_por_actividad_economica
7.0,C16,México,1700.49,2022,valor_agregado_por_actividad_economica
8.0,C17,México,5293.22,2022,valor_agregado_por_actividad_economica
9.0,C18,México,362.3,2022,valor_agregado_por_actividad_economica
10.0,C19,México,16222.65,2022,valor_agregado_por_actividad_economica
11.0,C20,México,17101.09,2022,valor_agregado_por_actividad_economica
12.0,C21,México,2103.71,2022,valor_agregado_por_actividad_economica
13.0,C22,México,10667.99,2022,valor_agregado_por_actividad_economica
14.0,C23,México,12660.51,2022,valor_agregado_por_actividad_economica
15.0,C24,México,15101.03,2022,valor_agregado_por_actividad_economica
16.0,C25,México,12374.62,2022,valor_agregado_por_actividad_economica
17.0,C26,México,8448.43,2022,valor_agregado_por_actividad_economica
18.0,C27,México,15855.94,2022,valor_agregado_por_actividad_economica
19.0,C28,México,19933.3,2022,valor_agregado_por_actividad_economica
20.0,C29,México,22455.15,2022,valor_agregado_por_actividad_economica
21.0,C30,México,1028.25,2022,valor_agregado_por_actividad_economica
22.0,C31,México,1086.79,2022,valor_agregado_por_actividad_economica
23.0,C32,México,225.83,2022,valor_agregado_por_actividad_economica
24.0,C33,México,-,2022,valor_agregado_por_actividad_economica
25.0,CXX,México,-,2022,valor_agregado_por_actividad_economica
,,Perú,,2022,valor_agregado_por_actividad_economica
0.0,C,Perú,-,2022,valor_agregado_por_actividad_economica
1.0,C10,Perú,-,2022,valor_agregado_por_actividad_economica
2.0,C11,Perú,-,2022,valor_agregado_por_actividad_economica
3.0,C12,Perú,-,2022,valor_agregado_por_actividad_economica
4.0,C13,Perú,-,2022,valor_agregado_por_actividad_economica
5.0,C14,Perú,-,2022,valor_agregado_por_actividad_economica
6.0,C15,Perú,-,2022,valor_agregado_por_actividad_economica
7.0,C16,Perú,-,2022,valor_agregado_por_actividad_economica
8.0,C17,Perú,-,2022,valor_agregado_por_actividad_economica
9.0,C18,Perú,-,2022,valor_agregado_por_actividad_economica
10.0,C19,Perú,-,2022,valor_agregado_por_actividad_economica
11.0,C20,Perú,-,2022,valor_agregado_por_actividad_economica
12.0,C21,Perú,-,2022,valor_agregado_por_actividad_economica
13.0,C22,Perú,-,2022,valor_agregado_por_actividad_economica
14.0,C23,Perú,-,2022,valor_agregado_por_actividad_economica
15.0,C24,Perú,-,2022,valor_agregado_por_actividad_economica
16.0,C25,Perú,-,2022,valor_agregado_por_actividad_economica
17.0,C26,Perú,-,2022,valor_agregado_por_actividad_economica
18.0,C27,Perú,-,2022,valor_agregado_por_actividad_economica
19.0,C28,Perú,-,2022,valor_agregado_por_actividad_economica
20.0,C29,Perú,-,2022,valor_agregado_por_actividad_economica
21.0,C30,Perú,-,2022,valor_agregado_por_actividad_economica
22.0,C31,Perú,-,2022,valor_agregado_por_actividad_economica
23.0,C32,Perú,-,2022,valor_agregado_por_actividad_economica
24.0,C33,Perú,-,2022,valor_agregado_por_actividad_economica
25.0,CXX,Perú,-,2022,valor_agregado_por_actividad_economica
,,Uruguay,,2022,valor_agregado_por_actividad_economica
0.0,C,Uruguay,-,2022,valor_agregado_por_actividad_economica
1.0,C10,Uruguay,-,2022,valor_agregado_por_actividad_economica
2.0,C11,Uruguay,-,2022,valor_agregado_por_actividad_economica
3.0,C12,Uruguay,-,2022,valor_agregado_por_actividad_economica
4.0,C13,Uruguay,-,2022,valor_agregado_por_actividad_economica
5.0,C14,Uruguay,-,2022,valor_agregado_por_actividad_economica
6.0,C15,Uruguay,-,2022,valor_agregado_por_actividad_economica
7.0,C16,Uruguay,-,2022,valor_agregado_por_actividad_economica
8.0,C17,Uruguay,-,2022,valor_agregado_por_actividad_economica
9.0,C18,Uruguay,-,2022,valor_agregado_por_actividad_economica
10.0,C19,Uruguay,-,2022,valor_agregado_por_actividad_economica
11.0,C20,Uruguay,-,2022,valor_agregado_por_actividad_economica
12.0,C21,Uruguay,-,2022,valor_agregado_por_actividad_economica
13.0,C22,Uruguay,-,2022,valor_agregado_por_actividad_economica
14.0,C23,Uruguay,-,2022,valor_agregado_por_actividad_economica
15.0,C24,Uruguay,-,2022,valor_agregado_por_actividad_economica
16.0,C25,Uruguay,-,2022,valor_agregado_por_actividad_economica
17.0,C26,Uruguay,-,2022,valor_agregado_por_actividad_economica
18.0,C27,Uruguay,-,2022,valor_agregado_por_actividad_economica
19.0,C28,Uruguay,-,2022,valor_agregado_por_actividad_economica
20.0,C29,Uruguay,-,2022,valor_agregado_por_actividad_economica
21.0,C30,Uruguay,-,2022,valor_agregado_por_actividad_economica
22.0,C31,Uruguay,-,2022,valor_agregado_por_actividad_economica
23.0,C32,Uruguay,-,2022,valor_agregado_por_actividad_economica
24.0,C33,Uruguay,-,2022,valor_agregado_por_actividad_economica
25.0,CXX,Uruguay,-,2022,valor_agregado_por_actividad_economica
,,Brasil,,2016,valor_bruto_produccion_por_actividad_economica
0.0,C,Brasil,675061.19,2016,valor_bruto_produccion_por_actividad_economica
1.0,C10,Brasil,167163.28,2016,valor_bruto_produccion_por_actividad_economica
2.0,C11,Brasil,22656.2,2016,valor_bruto_produccion_por_actividad_economica
3.0,C12,Brasil,3587.9,2016,valor_bruto_produccion_por_actividad_economica
4.0,C13,Brasil,10662.06,2016,valor_bruto_produccion_por_actividad_economica
5.0,C14,Brasil,10179.21,2016,valor_bruto_produccion_por_actividad_economica
6.0,C15,Brasil,10075.39,2016,valor_bruto_produccion_por_actividad_economica
7.0,C16,Brasil,5389.45,2016,valor_bruto_produccion_por_actividad_economica
8.0,C17,Brasil,24273.26,2016,valor_bruto_produccion_por_actividad_economica
9.0,C18,Brasil,3316.75,2016,valor_bruto_produccion_por_actividad_economica
10.0,C19,Brasil,65764.54,2016,valor_bruto_produccion_por_actividad_economica
11.0,C20,Brasil,78471.86,2016,valor_bruto_produccion_por_actividad_economica
12.0,C21,Brasil,14636.62,2016,valor_bruto_produccion_por_actividad_economica
13.0,C22,Brasil,25452.4,2016,valor_bruto_produccion_por_actividad_economica
14.0,C23,Brasil,19789.76,2016,valor_bruto_produccion_por_actividad_economica
15.0,C24,Brasil,43511.42,2016,valor_bruto_produccion_por_actividad_economica
16.0,C25,Brasil,17953.75,2016,valor_bruto_produccion_por_actividad_economica
17.0,C26,Brasil,20960.1,2016,valor_bruto_produccion_por_actividad_economica
18.0,C27,Brasil,18662.89,2016,valor_bruto_produccion_por_actividad_economica
19.0,C28,Brasil,26637.79,2016,valor_bruto_produccion_por_actividad_economica
20.0,C29,Brasil,59593.91,2016,valor_bruto_produccion_por_actividad_economica
21.0,C30,Brasil,7662.12,2016,valor_bruto_produccion_por_actividad_economica
22.0,C31,Brasil,6526.27,2016,valor_bruto_produccion_por_actividad_economica
23.0,C32,Brasil,5531.8,2016,valor_bruto_produccion_por_actividad_economica
24.0,C33,Brasil,6602.46,2016,valor_bruto_produccion_por_actividad_economica
25.0,CXX,Brasil,-,2016,valor_bruto_produccion_por_actividad_economica
,,Chile,,2016,valor_bruto_produccion_por_actividad_economica
0.0,C,Chile,59589.59,2016,valor_bruto_produccion_por_actividad_economica
1.0,C10,Chile,21043.28,2016,valor_bruto_produccion_por_actividad_economica
2.0,C11,Chile,4877.16,2016,valor_bruto_produccion_por_actividad_economica
3.0,C12,Chile,-,2016,valor_bruto_produccion_por_actividad_economica
4.0,C13,Chile,318.24,2016,valor_bruto_produccion_por_actividad_economica
5.0,C14,Chile,349.12,2016,valor_bruto_produccion_por_actividad_economica
6.0,C15,Chile,285.58,2016,valor_bruto_produccion_por_actividad_economica
7.0,C16,Chile,3312.28,2016,valor_bruto_produccion_por_actividad_economica
8.0,C17,Chile,4430.92,2016,valor_bruto_produccion_por_actividad_economica
9.0,C18,Chile,523.64,2016,valor_bruto_produccion_por_actividad_economica
10.0,C19,Chile,-,2016,valor_bruto_produccion_por_actividad_economica
11.0,C20,Chile,9195.84,2016,valor_bruto_produccion_por_actividad_economica
12.0,C21,Chile,1064.71,2016,valor_bruto_produccion_por_actividad_economica
13.0,C22,Chile,2663.46,2016,valor_bruto_produccion_por_actividad_economica
14.0,C23,Chile,2216.63,2016,valor_bruto_produccion_por_actividad_economica
15.0,C24,Chile,1407.26,2016,valor_bruto_produccion_por_actividad_economica
16.0,C25,Chile,2239.23,2016,valor_bruto_produccion_por_actividad_economica
17.0,C26,Chile,53.75,2016,valor_bruto_produccion_por_actividad_economica
18.0,C27,Chile,821.4,2016,valor_bruto_produccion_por_actividad_economica
19.0,C28,Chile,1208.6,2016,valor_bruto_produccion_por_actividad_economica
20.0,C29,Chile,93.68,2016,valor_bruto_produccion_por_actividad_economica
21.0,C30,Chile,77.75,2016,valor_bruto_produccion_por_actividad_economica
22.0,C31,Chile,425.71,2016,valor_bruto_produccion_por_actividad_economica
23.0,C32,Chile,100.92,2016,valor_bruto_produccion_por_actividad_economica
24.0,C33,Chile,1148.71,2016,valor_bruto_produccion_por_actividad_economica
25.0,CXX,Chile,1731.72,2016,valor_bruto_produccion_por_actividad_economica
,,Colombia,,2016,valor_bruto_produccion_por_actividad_economica
0.0,C,Colombia,67684.55,2016,valor_bruto_produccion_por_actividad_economica
1.0,C10,Colombia,17180.56,2016,valor_bruto_produccion_por_actividad_economica
2.0,C11,Colombia,3638.03,2016,valor_bruto_produccion_por_actividad_economica
3.0,C12,Colombia,-,2016,valor_bruto_produccion_por_actividad_economica
4.0,C13,Colombia,1382.9,2016,valor_bruto_produccion_por_actividad_economica
5.0,C14,Colombia,2577.43,2016,valor_bruto_produccion_por_actividad_economica
6.0,C15,Colombia,574.56,2016,valor_bruto_produccion_por_actividad_economica
7.0,C16,Colombia,327.8,2016,valor_bruto_produccion_por_actividad_economica
8.0,C17,Colombia,2412.19,2016,valor_bruto_produccion_por_actividad_economica
9.0,C18,Colombia,764.94,2016,valor_bruto_produccion_por_actividad_economica
10.0,C19,Colombia,11352.39,2016,valor_bruto_produccion_por_actividad_economica
11.0,C20,Colombia,6992.28,2016,valor_bruto_produccion_por_actividad_economica
12.0,C21,Colombia,1714.24,2016,valor_bruto_produccion_por_actividad_economica
13.0,C22,Colombia,2692.4,2016,valor_bruto_produccion_por_actividad_economica
14.0,C23,Colombia,3868.23,2016,valor_bruto_produccion_por_actividad_economica
15.0,C24,Colombia,3534.93,2016,valor_bruto_produccion_por_actividad_economica
16.0,C25,Colombia,1525.33,2016,valor_bruto_produccion_por_actividad_economica
17.0,C26,Colombia,19.56,2016,valor_bruto_produccion_por_actividad_economica
18.0,C27,Colombia,1376.81,2016,valor_bruto_produccion_por_actividad_economica
19.0,C28,Colombia,667.21,2016,valor_bruto_produccion_por_actividad_economica
20.0,C29,Colombia,1513.16,2016,valor_bruto_produccion_por_actividad_economica
21.0,C30,Colombia,655.3,2016,valor_bruto_produccion_por_actividad_economica
22.0,C31,Colombia,677.14,2016,valor_bruto_produccion_por_actividad_economica
23.0,C32,Colombia,2237.16,2016,valor_bruto_produccion_por_actividad_economica
24.0,C33,Colombia,-,2016,valor_bruto_produccion_por_actividad_economica
25.0,CXX,Colombia,-,2016,valor_bruto_produccion_por_actividad_economica
,,Ecuador,,2016,valor_bruto_produccion_por_actividad_economica
0.0,C,Ecuador,24463.46,2016,valor_bruto_produccion_por_actividad_economica
1.0,C10,Ecuador,11412.87,2016,valor_bruto_produccion_por_actividad_economica
2.0,C11,Ecuador,1236.67,2016,valor_bruto_produccion_por_actividad_economica
3.0,C12,Ecuador,32.12,2016,valor_bruto_produccion_por_actividad_economica
4.0,C13,Ecuador,474.64,2016,valor_bruto_produccion_por_actividad_economica
5.0,C14,Ecuador,448.53,2016,valor_bruto_produccion_por_actividad_economica
6.0,C15,Ecuador,132.13,2016,valor_bruto_produccion_por_actividad_economica
7.0,C16,Ecuador,496.31,2016,valor_bruto_produccion_por_actividad_economica
8.0,C17,Ecuador,1293.19,2016,valor_bruto_produccion_por_actividad_economica
9.0,C18,Ecuador,273.22,2016,valor_bruto_produccion_por_actividad_economica
10.0,C19,Ecuador,136.98,2016,valor_bruto_produccion_por_actividad_economica
11.0,C20,Ecuador,1281.59,2016,valor_bruto_produccion_por_actividad_economica
12.0,C21,Ecuador,407.69,2016,valor_bruto_produccion_por_actividad_economica
13.0,C22,Ecuador,1357.83,2016,valor_bruto_produccion_por_actividad_economica
14.0,C23,Ecuador,1424.22,2016,valor_bruto_produccion_por_actividad_economica
15.0,C24,Ecuador,1103.34,2016,valor_bruto_produccion_por_actividad_economica
16.0,C25,Ecuador,555.24,2016,valor_bruto_produccion_por_actividad_economica
17.0,C26,Ecuador,204.85,2016,valor_bruto_produccion_por_actividad_economica
18.0,C27,Ecuador,531.33,2016,valor_bruto_produccion_por_actividad_economica
19.0,C28,Ecuador,99.69,2016,valor_bruto_produccion_por_actividad_economica
20.0,C29,Ecuador,670.4,2016,valor_bruto_produccion_por_actividad_economica
21.0,C30,Ecuador,110,2016,valor_bruto_produccion_por_actividad_economica
22.0,C31,Ecuador,272.87,2016,valor_bruto_produccion_por_actividad_economica
23.0,C32,Ecuador,116.63,2016,valor_bruto_produccion_por_actividad_economica
24.0,C33,Ecuador,391.12,2016,valor_bruto_produccion_por_actividad_economica
25.0,CXX,Ecuador,-,2016,valor_bruto_produccion_por_actividad_economica
,,México,,2016,valor_bruto_produccion_por_actividad_economica
0.0,C,México,414727.42,2016,valor_bruto_produccion_por_actividad_economica
